   1 -36.88818793 46.02s
   1 -36.88818793 44.22s
   1 -36.88819174 53.65s
   1 -36.88819187 1m
   1 -36.88819187 1m
   1 -36.88819187 1m16.70s
   1 -36.88819187 1m46.49s
   1 -36.88819187 1m57.81s
   1 -36.88819187 2m
